xid,xqmc,adress,usetype,built,county,zone,在售202311,在租202311,price202311,rate202311,在售202403,在租202403,price202403,rate202403,BaiduX,BaiduY,WGS84X,WGS84Y
2610153102,卓刀泉省建五公司宿舍,卓刀泉南路21号,住宅,1992年建成,洪山,卓刀泉,0,0,15338,-0.08%,0,0,15467,-4.57%,114.3739929,30.51801491,114.3620292,30.514021
2611043422,武汉天地御江璟城,江岸永泰路6号,住宅,2013年建成,江岸,二七,72,8,62973,0.98%,72,3,61917,0.69%,114.3205261,30.61906624,114.3084867,30.61570377
2610154690,伟鹏万科御玺滨江,二七滨江商务区核心区·中山大道旁,住宅,2020年建成,江岸,二七,73,3,51561,0.35%,84,3,48672,-3.72%,114.3247528,30.62930489,114.3127152,30.62587214
2611152456,幸福湾·星语,解放大道与堤边路交汇处(轻轨1号线藤子岗站),住宅,2018年建成,江岸,堤角,84,0,13859,-3.81%,68,0,12480,-5.71%,114.3514404,30.68720245,114.339508,30.68326358
2610156268,武汉城建·电建·幸福时代大家,后湖大道与百步亭路交汇处,住宅,暂无资料,江岸,百步亭,84,0,18010,0.12%,61,0,17497,-2.49%,114.3305511,30.66330528,114.3185414,30.65975823
2611157614,武汉天地云廷,永泰路2号(武汉二中对面),住宅,2016年建成,江岸,二七,89,0,70746,3.33%,133,0,68221,0.78%,114.324379,30.62032127,114.3123462,30.61689969
2610154718,中信泰富滨江金融城,汉口滨江国际金融城,住宅,2020年建成,江岸,二七,91,2,43764,4.22%,151,2,44098,2.73%,114.3300323,30.63684464,114.3180069,30.63331447
2610156654,美联城观,兴业路与翠柏路的交汇处,住宅,暂无资料,江岸,塔子湖,103,0,20216,1.98%,95,1,19609,0.43%,114.2812653,30.63553047,114.2693045,30.63204638
2610155158,星河2049,温馨路与景秀街交汇处(汉口城市广场旁),住宅,暂无资料,江岸,百步亭,111,0,19018,5.07%,80,0,17987,-0.80%,114.3209229,30.66889763,114.3088948,30.66551229
2610153732,首地云梦台,华岭路66号(市民之家旁),住宅,2020年建成,江岸,后湖,126,0,20380,1.13%,108,0,20185,-0.34%,114.2951736,30.66148949,114.2831623,30.65818196
2610154182,绿城武汉黄浦湾,二七沿江商务区南片(江岸区中山大道与韦桑路交..,住宅,暂无资料,江岸,二七,160,2,65605,6.93%,142,1,63480,-1.97%,114.325119,30.62482071,114.3130847,30.62138426
2610161824,绿城留香园,青松路与夏娟街交汇处(地铁6号线杨汊湖站B出..,住宅,暂无资料,江岸,后湖,162,0,17221,-6.06%,79,0,15480,-8.97%,114.2692795,30.64495659,114.2573787,30.64126641
2610158520,江印,二七滨江商务区兴业路与解放大道交汇处(1号线..,住宅,暂无资料,江岸,百步亭,163,0,21080,-0.54%,89,0,19339,-8.54%,114.3389893,30.65739632,114.3270007,30.65368454
2610156540,福星惠誉星誉国际,汉口-三眼桥,住宅,2022年建成,江岸,竹叶山花桥,193,0,26461,6.94%,89,2,25849,-0.78%,114.2900085,30.61500931,114.2780179,30.61166533
2610153286,华发外滩首府,中山大道永泰路口(滨江苑旁),住宅,2020年建成,江岸,二七,206,8,48528,2.22%,225,5,48030,0.00%,114.3225708,30.62214088,114.3105327,30.61874678
2610153782,融创观澜府,金山大道与二雅路交汇处(沿海赛洛城旁),住宅,2020年建成,东西湖,吴家山,36,0,16431,2.72%,24,1,16296,-0.34%,114.1573029,30.64243126,114.1451365,30.63875433
2610158436,融创公园大观,和谐大道与塔子湖东路交汇处,住宅,暂无资料,江岸,后湖,34,0,19761,0.61%,31,1,17941,-2.36%,114.2868576,30.65044022,114.2748731,30.6470378
2610867244,同安家园,江岸区后湖大道与幸福街交汇东北角,住宅,2009年建成,江岸,后湖,35,1,15309,1.46%,37,2,14527,-0.01%,114.3073196,30.65608215,114.2952747,30.65281581
2610153180,融创公园壹号三期融创澜岸,后湖大道与塔子湖东路交叉向北200米处(尚湖..,住宅,2018年建成,江岸,塔子湖,35,0,21037,2.11%,34,0,20332,0.11%,114.2821045,30.64962769,114.2701429,30.64615256
2611046650,汉口城市广场,后湖大道与建设大道交汇处,住宅,2014年建成,江岸,百步亭,35,0,21530,1.83%,34,1,20809,-0.40%,114.3133774,30.65781403,114.3013315,30.65451546
2611029306,星悦城,塔子湖西路1号,住宅,2013年建成,江岸,塔子湖,36,0,17981,2.77%,23,2,17585,0.44%,114.2768555,30.64373207,114.264918,30.64017036
2610154738,仁恒公园世纪,健身路与兆瑞大道交汇处(市民之家旁),住宅,2021年建成,江岸,后湖,36,0,26089,1.32%,29,0,25186,-0.92%,114.2960434,30.6641674,114.2840314,30.66086666
2610761104,华清社区,车站街公安路16号,住宅,1993年建成,江岸,三阳路,38,0,26607,0.96%,66,0,24444,-4.00%,114.3073273,30.60088921,114.2953019,30.59764962
2611095450,国际百纳,后湖大道与金桥大道交汇处,住宅,2015年建成,江岸,后湖,38,0,19088,4.50%,34,1,18538,-0.60%,114.2899704,30.64235306,114.2779681,30.63899474
2611135784,福星惠誉红桥城,汉黄路与机电园路交汇处(新荣客运站斜对面),住宅,2016年建成,江岸,堤角,39,0,15556,-0.57%,37,0,14863,-3.86%,114.3397675,30.66922951,114.3277919,30.66550026
2611140058,光明上海公馆,塔子湖东路(梦湖花苑站向东150米),住宅,2016年建成,江岸,后湖,40,1,19729,1.86%,26,8,19227,0.60%,114.2917175,30.65928459,114.2797178,30.65594281
2610335662,航天双城,解放大道168号,住宅,2009年建成,江岸,二七,41,0,28068,5.70%,59,0,27342,1.15%,114.3215408,30.6289196,114.3094966,30.62553712
2611166474,汇悦天地,后湖华岭路与健康街交汇处(武汉市民之家旁),住宅,2017年建成,江岸,后湖,42,0,19413,2.57%,42,6,19032,-0.82%,114.2906647,30.66085434,114.2786708,30.65749998
2610155094,百步亭金桥汇二期,武汉市江岸区后湖汇悦天地附近,住宅,2016年建成,江岸,后湖,42,1,17660,-0.36%,20,7,16847,-0.43%,114.2932587,30.66267204,114.2812557,30.65934621
2700060308,滨江苑,沿江大道与永泰路交汇东北角,住宅,2000年建成,江岸,二七,42,5,35254,-1.16%,42,3,34668,0.40%,114.3260574,30.62249756,114.314027,30.6190465
2610069140,金色华府,解放公园路83号,住宅,2007年建成,江岸,竹叶山花桥,44,0,36321,5.33%,32,0,34528,2.13%,114.2930832,30.6151104,114.2810796,30.61180145
2610219782,武汉天地御江苑,中山大道1505号,住宅,2011年建成,江岸,黄埔惠济,45,1,57815,-2.34%,50,1,57913,-0.80%,114.3192139,30.61495781,114.3071763,30.6116155
2611208000,绿地汉口中心,金桥大道与华泰路交汇处(武汉市民之家南门),住宅,2017年建成,江岸,后湖,46,0,19141,2.06%,43,8,18209,0.17%,114.296608,30.6609211,114.2845912,30.65762531
2610159286,武汉瑞府,解放大道与头道街交汇处(二七滨江商务区),住宅,暂无资料,江岸,二七滨江商务区,51,0,46296,-7.97%,51,0,35810,-17.58%,114.3226166,30.62552452,114.3105763,30.62212779
2610154992,武汉天地云廷2期,沿江大道与黄浦大街交汇处,住宅,暂无资料,江岸,二七,51,2,69646,1.38%,62,0,70843,0.53%,114.3222656,30.61790848,114.3102305,30.61452156
2610804602,沈阳社区,沈阳路3号,住宅,1990年建成,江岸,黄埔惠济,51,4,27925,-0.33%,50,10,27088,0.55%,114.3153458,30.61075401,114.3033083,30.60745848
2610156864,东原印未来,临空港新城滨河南路与径西八路交汇处(地铁1号..,住宅,2021年建成,东西湖,吴家山,40,0,9563,-2.10%,15,0,9808,-0.67%,114.1305466,30.67040443,114.1184309,30.66633488
2610650316,四维街袁家小区,袁家墩130号,住宅,1995年建成,江岸,黄埔惠济,22,0,33109,-0.27%,20,0,33862,0.97%,114.3104706,30.61061287,114.2984324,30.6073546
2611117478,尚湖熙园,塔子湖东路与和谐大道交汇处(塔子湖南侧),住宅,2015年建成,江岸,塔子湖,22,0,20228,0.77%,13,3,19640,0.45%,114.2846832,30.65215492,114.2727103,30.6487199
2610611828,仁义社区,永清街二中附近,住宅,1998年建成,江岸,黄埔惠济,22,0,33222,0.26%,21,0,32365,-1.24%,114.3115921,30.61169434,114.2995525,30.60842872
2611128720,金岛御璟世家,武汉大道与建设大道交汇处东北侧(武汉科技馆旁..,住宅,2015年建成,江岸,二七,22,0,23053,-1.80%,20,0,23711,4.41%,114.3064194,30.62830544,114.2943698,30.62505054
2610107420,东立国际,二七路口与工农兵路交汇处,住宅,2007年建成,江岸,二七,22,0,19972,1.65%,71,0,19147,-0.82%,114.3209457,30.63221741,114.3088992,30.62884185
2610464262,新地盛世东方,后湖五路57附近,住宅,2013年建成,江岸,后湖,23,0,19768,3.69%,20,1,19258,-0.07%,114.3090363,30.64603233,114.2969836,30.64276293
2610156612,星悦城六期玺樾,塔子湖西路1号,住宅,暂无资料,江岸,塔子湖,23,0,16915,-4.90%,33,0,16664,0.54%,114.2723541,30.64295959,114.2604386,30.63932104
2611263978,美联联邦生活区二期,兴业路与文博路交汇处(华中图书交易中心对面),住宅,2017年建成,江岸,塔子湖,24,0,19951,2.01%,62,4,19487,1.16%,114.2842331,30.63799667,114.2722573,30.63455909
2611249396,武汉天地盛荟,轻轨1号线头道街站旁(和谐家园旁),住宅,2017年建成,江岸,二七,26,4,60213,-0.14%,21,4,58668,0.28%,114.3212738,30.62166786,114.3092336,30.61829326
2610163564,保利天珺,二七滨江商务区(解放大道与徐新路交汇处),住宅,暂无资料,江岸,二七滨江商务区,26,0,31296,-1.00%,19,0,28196,1.73%,114.3341675,30.6420784,114.3221551,30.6384662
2610992324,银泰御华园,新江岸五村328号,住宅,2013年建成,江岸,百步亭,27,0,23308,1.56%,28,2,22299,-0.89%,114.3154449,30.64499474,114.3033921,30.64168074
2610153032,金桥庭院,金桥大道与和谐大道交汇处(武汉市民之家旁),住宅,2018年建成,江岸,后湖,28,0,16485,1.19%,14,0,16133,-0.54%,114.3063354,30.66134071,114.2942961,30.65807525
2610908624,晋合金桥世家,武汉大道金桥段三金潭立交处(中环商贸城与吉祥..,住宅,2016年建成,江岸,后湖,28,0,22616,-1.47%,19,1,22446,-2.63%,114.3065796,30.66467094,114.2945429,30.6614045
2610154794,汇悦天地三期,和谐大道与健身街的交汇处,住宅,2021年建成,江岸,后湖,28,0,17812,-0.92%,26,10,17424,-1.47%,114.298317,30.65666771,114.2862911,30.65338432
2610904426,吉林社区,长春街56号,住宅,1990年建成,江岸,黄埔惠济,29,2,40811,2.81%,17,3,40280,-0.03%,114.316185,30.61029816,114.3041487,30.60699441
2610162946,新希望D10天元,江岸区解放大道与长沙路交汇处(长春街三小旁),住宅,暂无资料,江岸,二七滨江商务区,32,0,45090,-0.05%,49,0,39178,1.71%,114.3318253,30.6395874,114.3198052,30.63602191
2610999986,幸福时代,百步亭花园路160-162号(后湖大道与百步..,住宅,2017年建成,江岸,百步亭,33,0,17880,0.14%,20,1,17264,-0.36%,114.3200912,30.66273308,114.3080562,30.65936037
2610161836,保利清能拾光年,革新大道与八方路交汇处,住宅,暂无资料,东西湖,吴家山,43,0,9185,-2.44%,20,0,8869,2.32%,114.1327591,30.61909103,114.1206327,30.61505186
2610155932,中海澳门佳园,澳门路和解放大道交汇处,住宅,2020年建成,江岸,台北香港路,14,0,30978,6.32%,11,2,31466,0.61%,114.3026123,30.60363388,114.2905915,30.60039318
2610075981,王府花园,黄孝河路1号,住宅,2005年建成,江岸,竹叶山花桥,14,0,31224,-0.08%,4,0,31500,-0.27%,114.292244,30.61294746,114.2802459,30.60963099
2610176946,华清园,中山大道999号,住宅,2006年建成,江岸,三阳路,15,0,39931,4.44%,17,0,39032,1.86%,114.3081055,30.60222435,114.2960779,30.59898173
2610916854,中城国际,京汉大道与公安路交汇处,住宅,2012年建成,江岸,三阳路,16,0,30039,1.00%,11,0,27979,-0.23%,114.3067551,30.60075188,114.2947305,30.5975136
2610108840,同安家园四期,后湖大道与后湖五路交汇处,住宅,2012年建成,江岸,后湖,16,1,14055,2.00%,16,1,13783,-0.14%,114.3086777,30.65730858,114.2966325,30.65403785
2611214658,瑞云居,金桥大道与正义路交汇处(正义路江岸区法院站),住宅,2017年建成,江岸,后湖,16,0,20069,1.15%,23,0,19702,0.53%,114.2940598,30.63611221,114.2820401,30.63280155
2610154978,东方花都F区,江岸区后湖兴业路165号,住宅,2007年建成,江岸,后湖,16,0,15039,1.00%,16,1,14758,0.38%,114.3048019,30.64698982,114.2927546,30.64372866
2611183610,武汉天地御江苑三期,中山大道1505号,住宅,2014年建成,江岸,黄埔惠济,17,0,66674,1.13%,1,0,66046,0.21%,114.3210449,30.61403084,114.3090112,30.61066426
2610158706,幸福湾星澜,江岸堤边路幸福湾二期,住宅,2005年建成,江岸,堤角,18,0,15468,0.57%,23,0,14876,-0.71%,114.3439636,30.67658043,114.3320069,30.67276948
2610155566,华润桃源里,武汉市江岸区台北路96号,住宅,2016年建成,江岸,台北香港路,18,0,25765,-1.93%,11,0,24866,-1.52%,114.2912674,30.59967995,114.2792877,30.59636119
2610153954,城开云悦邸,后湖大道与解放大道交汇处(新荣客运站斜对面),住宅,2019年建成,江岸,百步亭,18,0,22063,0.00%,17,0,21519,0.00%,114.3375244,30.66177368,114.325535,30.65809007
2700060415,怡景花园,沿江大道241号,住宅,2004年建成,江岸,黄埔惠济,19,5,38379,3.65%,18,2,37405,-0.31%,114.3193665,30.61137772,114.3073328,30.60803576
2610175628,外滩棕榈泉,江岸区山海路1-3号,住宅,2006年建成,江岸,三阳路,19,7,37191,-1.88%,5,7,38882,0.96%,114.315918,30.60712624,114.3038849,30.60382736
2610159304,仁恒滨江园,汉口滨江国际商务区中山大道2398,住宅,暂无资料,江岸,二七滨江商务区,19,0,43596,-3.74%,20,0,41357,-0.08%,114.336174,30.63843918,114.3241675,30.63478854
2610865684,滨江苑二期,江岸区二七街沿江大道长江二桥处,住宅,2002年建成,江岸,二七,19,2,36349,3.77%,16,2,35179,-0.72%,114.3278809,30.62513733,114.3158534,30.62165258
2610063581,滨江苑三期,沿江大道183号(沿江大道长江二桥处),住宅,2005年建成,江岸,二七,19,5,38302,1.62%,8,4,37334,0.34%,114.3301392,30.62811089,114.3181164,30.62458278
2611093582,陌陌屋,后湖大道与文博路交汇处(体育中心斜对面),住宅,2015年建成,江岸,塔子湖,20,0,19357,2.83%,17,3,18918,-0.58%,114.2823792,30.64093208,114.2704129,30.63746405
2610642616,六合社区,中山大道1446号,住宅,1998年建成,江岸,三阳路,21,0,20641,-1.11%,17,0,19809,-0.53%,114.3153229,30.60667229,114.3032898,30.60337968
2610155926,汉口道6号,金银湖办事处环湖二路6号,住宅,2022年建成,东西湖,金银湖,46,0,11297,-1.61%,31,0,10981,-2.75%,114.2226563,30.67736244,114.2107247,30.67366628
2610074640,汉口花园幽兰居,秋桂街19号,住宅,2012年建成,江岸,塔子湖,10,0,16630,-2.74%,16,0,16543,0.56%,114.2746201,30.6427269,114.2626935,30.63912708
2700060422,幸福人家北苑,幸福大道特8号,住宅,2006年建成,江岸,后湖,11,0,14903,2.01%,7,0,14500,-0.78%,114.3036575,30.64954758,114.2916135,30.64628507
2610648436,歌舞剧院小区,江岸区永清街解放公园附近,住宅,1993年建成,江岸,黄埔惠济,11,0,17895,-0.19%,10,0,17463,2.87%,114.3085938,30.61023331,114.296557,30.60698375
2610154564,地铁鑫城,湖北省武汉市江岸区拥军路,住宅,2007年建成,江岸,二七,11,2,21001,0.06%,15,2,19925,0.80%,114.3181763,30.62467003,114.3061291,30.62133482
2610156174,百步亭和谐里,和谐大道555号(市民之家附近),住宅,2022年建成,江岸,后湖,11,0,18601,4.27%,13,0,19360,-0.10%,114.2958298,30.6576252,114.2838128,30.65432393
2610650652,三阳社区,劳动街31号,住宅,1996年建成,江岸,三阳路,12,0,26821,-3.21%,25,0,25762,-1.40%,114.3131332,30.60187531,114.3011044,30.59860516
2610161850,融创公园壹号二期,塔子湖东路与和谐大道交汇处,住宅,2017年建成,江岸,塔子湖,12,0,18659,-1.39%,6,6,16985,-4.15%,114.2848282,30.64900589,114.2728526,30.64557386
2610213942,融科天城一期,解放大道1155号,住宅,2008年建成,江岸,三阳路,12,0,31032,-0.09%,12,1,30778,-0.43%,114.3036804,30.60136795,114.2916599,30.59813044
2610009212,澎湖公寓,台北路106号,住宅,2003年建成,江岸,台北香港路,12,0,19723,2.95%,8,0,19300,-2.43%,114.2891006,30.60196114,114.2771281,30.59861418
2610095783,兰陵大公馆,胜利街139-177号,住宅,2006年建成,江岸,三阳路,12,2,18413,-1.91%,17,2,18884,-1.36%,114.3037262,30.59252167,114.2917143,30.58928971
2610630268,汉口花园清桐阁,后湖大道19号,住宅,2009年建成,江岸,塔子湖,12,0,17731,0.20%,12,0,16934,-0.75%,114.27491,30.64037132,114.2629815,30.63677731
2611128018,汉口城市广场五期尚邸,后湖大道与建设大道交汇处(508百步亭花园路..,住宅,2015年建成,江岸,百步亭,12,0,21808,3.83%,12,0,19991,-1.14%,114.3167343,30.66083908,114.3046932,30.65750795
2610458902,百步亭现代城,武汉百步亭花园路6号,住宅,2008年建成,江岸,百步亭,12,0,20393,1.83%,3,0,19742,0.73%,114.3310242,30.651371,114.3190063,30.64781734
2610650646,永清社区,永清街永清车站旁边,住宅,1996年建成,江岸,黄埔惠济,13,0,36073,-0.84%,13,0,37075,-2.30%,114.3152313,30.61645317,114.303188,30.61315506
2610126902,六合新界,六合路25号,住宅,2006年建成,江岸,三阳路,13,1,33456,-2.25%,12,3,32146,-0.23%,114.3134384,30.60690689,114.3014042,30.60363099
2610335622,晋合世家,建设大道1051号,住宅,2008年建成,江岸,竹叶山花桥,13,0,30925,0.10%,8,0,31060,3.56%,114.3008881,30.62212181,114.2888528,30.61886421
2611061484,海赋江城,兴业路与建设渠西路交汇处,住宅,2014年建成,江岸,百步亭,13,0,22671,1.88%,12,0,21096,-1.07%,114.3166046,30.6523056,114.3045566,30.64897763
2610162120,武汉星河湾,建设大道999号(武汉晚报对面),住宅,暂无资料,江岸,江岸核心,13,0,30938,0.00%,17,0,28047,7.91%,114.2992783,30.6202755,114.2872488,30.61701183
2610159058,宸嘉100,二七滨江商务区(中山大道与扶轮路交汇处),住宅,暂无资料,江岸,二七,13,0,42719,3.00%,23,1,61647,0.39%,114.3280182,30.62723923,114.3159899,30.62375085
2611271348,美联德玛假日二期阳光里,黄狮海东路与啤砖路交汇处(径河旁),住宅,2017年建成,东西湖,吴家山,49,0,9636,0.10%,23,0,8919,-1.14%,114.1609116,30.6626873,114.148751,30.6590758
2610763178,大江天际,江大路20号,住宅,2010年建成,江岸,竹叶山花桥,7,0,26044,4.90%,2,0,23629,-2.40%,114.3002014,30.62405014,114.2881665,30.62078866
2610887772,西马名仕二期,江岸区西马路25号,住宅,2013年建成,江岸,台北香港路,8,3,22824,1.59%,9,2,21413,-1.37%,114.2961807,30.5994091,114.2841824,30.59613869
2610109500,同鑫花园,后湖大道158号,住宅,2006年建成,江岸,后湖,8,1,14948,-0.75%,4,0,14608,-0.88%,114.3072357,30.65269852,114.2951883,30.6494331
2610936336,尚都一品,江岸区后湖大道体育西路,住宅,2011年建成,江岸,塔子湖,8,0,17745,1.58%,6,0,17355,1.39%,114.2859344,30.64573288,114.2739519,30.64231835
2610379904,美联西马名仕,西马路与解放大道交汇处,住宅,2013年建成,江岸,台北香港路,8,0,23488,2.38%,8,0,23087,-0.55%,114.2966385,30.5984478,114.2846396,30.59518152
2610867948,百步亭花园景兰苑,江岸区百步亭花园18号,住宅,2008年建成,江岸,百步亭,8,0,13686,-3.82%,7,0,13556,-1.30%,114.3267136,30.66765594,114.3146972,30.66417845
2610159298,保利云璟,市民之家旁2公里,住宅,2024年建成,江岸,百步亭,8,0,8947,0.00%,3,0,9206,0.00%,114.3120117,30.67200661,114.2999783,30.6687156
2610161978,越秀星汇君泊三期,塔子湖东路与健康街交汇,住宅,2018年建成,江岸,后湖,9,0,19542,-3.11%,10,8,18748,3.75%,114.2887039,30.65754318,114.2767159,30.65416464
2610156590,武地融创御央首府,兴业路与解放大道交汇处,住宅,2023年建成,江岸,百步亭,9,0,23063,1.13%,8,3,22234,-0.14%,114.3342896,30.65764046,114.3222863,30.65402181
2610154606,融玺公馆,武汉市江岸区九万方路与惠济二路交叉口附近,住宅,2018年建成,江岸,竹叶山花桥,9,0,28125,5.87%,5,0,28121,1.56%,114.2952805,30.62049866,114.2832636,30.61720717
2611145802,瑞景天成,兴业路与后湖二路交汇处( 武汉市江岸分局对面..,住宅,2016年建成,江岸,后湖,9,0,18501,-0.23%,8,4,18641,1.20%,114.299263,30.64315414,114.2872267,30.63987956
2610156024,华润万象城·幸福里,建设大道与台北路交汇处,住宅,暂无资料,江岸,台北香港路,9,2,43008,4.88%,10,1,42965,0.76%,114.2871323,30.60508537,114.2751654,30.60170961
2610929886,鼎盛华城,建设大道与兴业路交汇处(地铁3号线兴业路站),住宅,2013年建成,江岸,后湖,9,0,18801,-0.11%,6,1,18281,-0.50%,114.3067627,30.64866066,114.2947134,30.64539723
2611151220,长投景城汉口年华,后湖温馨路西侧(温馨路与后湖大道交汇处),住宅,2016年建成,江岸,百步亭,9,0,19521,-5.88%,9,0,19315,1.44%,114.317894,30.65619087,114.3058502,30.65284739
2610315972,晟蓝花园,"武汉大道与发展大道交汇处,往东200米",住宅,2010年建成,江岸,后湖,9,0,16001,0.51%,1,0,15167,-2.97%,114.2981491,30.63225555,114.2861161,30.62897897
2610629592,新地东方明珠,后湖街兴业南路7号,住宅,2007年建成,江岸,后湖,10,0,17101,0.94%,3,1,17087,1.83%,114.3052673,30.64356995,114.2932179,30.64030973
2610155694,武汉城建汉悦府坤璟,后湖大道188号(汉口城市广场对面),住宅,2021年建成,江岸,百步亭,10,0,24500,4.52%,2,0,23783,-1.41%,114.3157425,30.65722656,114.3036974,30.65390657
2610076560,统建大江园南苑,江大路18号,住宅,2005年建成,江岸,竹叶山花桥,10,0,25313,3.13%,2,0,24251,-0.52%,114.2989044,30.62251091,114.2868742,30.61924391
2611251374,融创公园壹号,后湖大道与塔子湖东路交叉口(塔子湖体育中心旁..,住宅,2016年建成,江岸,塔子湖,10,0,20280,3.75%,13,1,19416,-3.24%,114.2828979,30.64574623,114.2709305,30.64228496
2610159150,中铁·阅湖郡,金山大道与吴中街路交汇处向南150米,住宅,暂无资料,东西湖,吴家山,56,0,12718,-0.57%,24,0,14190,6.06%,114.1638031,30.6374054,114.1516237,30.63385505
2611098028,星悦城黄金时代,塔子湖西路1号(塔子湖西路与秋桂街交汇处),住宅,2015年建成,江岸,塔子湖,6,0,16299,-3.46%,6,0,16705,-0.63%,114.2736282,30.64529037,114.2617073,30.64167275
2610778846,塘新社区,解放公园南路四唯路上唐新社区,住宅,1996年建成,江岸,三阳路,6,0,34547,-0.73%,1,0,33657,0.43%,114.3118286,30.60819054,114.2997928,30.60492568
2610158238,清芷园,武汉市江岸区连湖路与和谐大道交叉路口往南约1..,住宅,2018年建成,江岸,塔子湖,6,0,15713,3.20%,2,0,15055,-1.79%,114.2808838,30.64643669,114.2689268,30.6429424
2611101204,汉口城市广场三期尚品,后湖大道与建设大道交汇处,住宅,2015年建成,江岸,百步亭,6,0,19128,-1.21%,6,0,18915,0.20%,114.3136673,30.65912437,114.3016226,30.65582318
2611175808,长投海德公园,塔子湖东路与健美街交汇处(塔子湖体育中心旁),住宅,2017年建成,江岸,后湖,6,1,20963,1.21%,11,2,20606,-0.33%,114.2912216,30.65554047,114.2792209,30.65219373
2610156682,中海长江十里,汉口滨江商务区五期二七社区特1号,住宅,2022年建成,江岸,二七,7,0,47936,-4.75%,8,0,50305,-0.37%,114.3357239,30.64021873,114.3237161,30.63657636
2610158914,幸福湾星润,江岸堤边路幸福湾一期,住宅,暂无资料,江岸,堤角,7,0,14210,1.14%,7,0,13276,-1.38%,114.3455048,30.67853355,114.3335538,30.67469412
2611183608,武汉天地御江苑二期,中山大道1505号,住宅,2000年建成,江岸,黄埔惠济,7,7,58754,1.51%,3,9,59158,5.04%,114.3193436,30.61557579,114.3073055,30.61223141
2610153056,盛景天地公馆,竹叶山转盘旁发展大道525号(中胜国际旁),住宅,2018年建成,江岸,后湖,7,0,15505,-0.48%,2,0,13955,-4.57%,114.3000107,30.63223076,114.2879723,30.62896417
2610153202,融创融公馆,和谐大道以北(地铁6号线杨汊湖站200米处),住宅,2018年建成,江岸,塔子湖,7,0,21443,0.13%,8,1,20344,-6.05%,114.2714386,30.64435959,114.2595278,30.64070517
2610094124,日月星城,兴业路1号,住宅,2006年建成,江岸,后湖,7,0,17604,-0.03%,9,0,17343,1.29%,114.290062,30.63999748,114.2780588,30.63664114
2611208842,梦湖香郡,汉口江岸区塔子湖东路111号,住宅,2013年建成,江岸,塔子湖,7,0,23187,-8.98%,8,0,22078,-3.65%,114.2786102,30.65556335,114.2666705,30.6520286
2610652542,罗家庄社区,建设大道846号,住宅,2000年建成,江岸,二七,7,0,14309,0.58%,7,0,13395,-0.19%,114.3082199,30.62683105,114.2961692,30.62357262
2610070021,俊华雅苑,解放大道永清袁家墩1号,住宅,2004年建成,江岸,黄埔惠济,7,2,41422,4.50%,1,2,39598,-0.11%,114.3106384,30.61091614,114.2985999,30.60765675
2610866914,汉口花园韵竹里,杨汊湖萧湘路56号,住宅,2005年建成,江岸,塔子湖,7,0,15424,1.14%,0,0,15004,-1.48%,114.2737656,30.63699913,114.2618425,30.63338679
2610158972,金辉世界城,金山大道与临空港大道交汇处,住宅,暂无资料,东西湖,吴家山,62,0,11540,-4.48%,32,0,10963,-1.94%,114.1443558,30.64460945,114.1322153,30.64069375
2700060078,香利国庭,兴业路161号,住宅,2007年建成,江岸,后湖,5,0,16183,0.47%,2,0,15737,-0.26%,114.3011932,30.64451408,114.2891522,30.6412474
2610074460,桃源大厦,洞庭街123号,住宅,2004年建成,江岸,三阳路,5,0,32011,-2.34%,5,0,32409,-0.82%,114.3091736,30.595541,114.2971521,30.59229873
2611192464,美联联邦生活区一期,姑嫂树路与兴业路交汇处(南国北都旁),住宅,2016年建成,江岸,塔子湖,5,0,21587,-2.47%,9,0,20972,1.03%,114.2842331,30.63799667,114.2722573,30.63455909
2610157874,教委大院,香港路52号,住宅,2000年建成,江岸,台北香港路,5,0,14884,-2.35%,2,0,14904,1.11%,114.2977905,30.60432243,114.2857817,30.60106039
2611239278,金融街壹号,建设大道与黄浦大街交汇处(统建大江园北苑后方..,住宅,2016年建成,江岸,竹叶山花桥,5,0,21992,-0.43%,0,0,20066,-0.66%,114.3025894,30.62506294,114.2905482,30.62180863
2610866918,汉口花园怡菊苑,后湖大道21,住宅,2008年建成,江岸,塔子湖,5,1,16504,-1.13%,3,1,15755,-0.61%,114.2783203,30.64220238,114.266375,30.63866626
2610624290,花桥三村北区,湖北省武汉市江岸区黄浦大街258,住宅,1996年建成,江岸,竹叶山花桥,5,0,14795,7.67%,7,0,13659,-0.32%,114.2892532,30.61870193,114.2772625,30.61534604
2610539204,花桥二村,江大路32号,住宅,1993年建成,江岸,竹叶山花桥,5,0,15472,-3.96%,1,0,14537,-0.44%,114.294342,30.62263489,114.282327,30.6193337
2610349984,黄埔东宫,黄浦大街88号,住宅,2008年建成,江岸,二七,5,1,15472,-0.72%,3,1,15729,-0.53%,114.3131256,30.62073135,114.3010775,30.61744907
2611190038,富强天合熙园,后湖大道与塔子湖西路交汇处(江岸区检察院旁),住宅,2017年建成,江岸,塔子湖,5,0,17876,4.09%,2,0,17235,-1.11%,114.2822189,30.64453888,114.2702544,30.64106705
2700060309,德润大厦,汉口黄石路9号,住宅,2004年建成,江岸,江汉路,5,1,16377,5.78%,5,1,15114,-5.45%,114.2978058,30.59179688,114.2858094,30.5885428
2611123328,百步亭金桥汇一期,金桥大道81号(绿色新都公交站),住宅,2015年建成,江岸,后湖,5,0,15607,4.89%,12,2,14442,-2.69%,114.2932587,30.66267204,114.2812557,30.65934621
